"chembl_id","who_name","level1","level2","level3","level4","level5","level1_description","level2_description","level3_description","level4_description"
"CHEMBL211456","ephedrine","R","R01","R01A","R01AB","R01AB05","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Sympathomimetics, combinations excl. corticosteroids"
"CHEMBL211456","ephedrine","R","R01","R01A","R01AA","R01AA03","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Sympathomimetics, plain"
"CHEMBL211456","ephedrine","C","C01","C01C","C01CA","C01CA26","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","Adrenergic and dopaminergic agents"
"CHEMBL211456","ephedrine, combinations","A","A08","A08A","A08AA","A08AA56","ALIMENTARY TRACT AND METABOLISM","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","Centrally acting antiobesity products"
"CHEMBL21333","pranlukast","R","R03","R03D","R03DC","R03DC02","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","Leukotriene receptor antagonists"
"CHEMBL2134724","ipratropium bromide","R","R03","R03B","R03BB","R03BB01","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS","Anticholinergics"
"CHEMBL2134724","ipratropium bromide","R","R01","R01A","R01AX","R01AX03","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Other nasal preparations"
"CHEMBL2135460","terlipressin","H","H01","H01B","H01BA","H01BA04","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES","POSTERIOR PITUITARY LOBE HORMONES","Vasopressin and analogues"
"CHEMBL2141296","ixazomib","L","L01","L01X","L01XX","L01XX50","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Other antineoplastic agents"
"CHEMBL2146142","enviomycin","J","J04","J04A","J04AB","J04AB06","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOBACTERIALS","DRUGS FOR TREATMENT OF TUBERCULOSIS","Antibiotics"
"CHEMBL2146161","pristinamycin","J","J01","J01F","J01FG","J01FG01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Streptogramins"
"CHEMBL2146883","cobimetinib","L","L01","L01X","L01XE","L01XE38","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL214920","tiocarlide","J","J04","J04A","J04AD","J04AD02","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOBACTERIALS","DRUGS FOR TREATMENT OF TUBERCULOSIS","Thiocarbamide derivatives"
"CHEMBL215303","garenoxacin","J","J01","J01M","J01MA","J01MA19","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","QUINOLONE ANTIBACTERIALS","Fluoroquinolones"
"CHEMBL2159122","eluxadoline","A","A07","A07D","A07DA","A07DA06","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","ANTIPROPULSIVES","Antipropulsives"
"CHEMBL216913","mitoguazone","L","L01","L01X","L01XX","L01XX16","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Other antineoplastic agents"
"CHEMBL21731","maprotiline","N","N06","N06A","N06AA","N06AA21","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"CHEMBL218394","boceprevir","J","J05","J05A","J05AP","J05AP03","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Antivirals for treatment of HCV infections"
"CHEMBL218490","dorzolamide","S","S01","S01E","S01EC","S01EC03","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Carbonic anhydrase inhibitors"
"CHEMBL218650","delamanid","J","J04","J04A","J04AK","J04AK06","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOBACTERIALS","DRUGS FOR TREATMENT OF TUBERCULOSIS","Other drugs for treatment of tuberculosis"
"CHEMBL219376","oxycinchophen","M","M01","M01C","M01CA","M01CA03","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","SPECIFIC ANTIRHEUMATIC AGENTS","Quinolines"
"CHEMBL219916","domperidone","A","A03","A03F","A03FA","A03FA03","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","PROPULSIVES","Propulsives"
"CHEMBL22","trimethoprim","J","J01","J01E","J01EA","J01EA01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Trimethoprim and derivatives"
"CHEMBL220491","brinzolamide, combinations","S","S01","S01E","S01EC","S01EC54","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Carbonic anhydrase inhibitors"
"CHEMBL220491","brinzolamide","S","S01","S01E","S01EC","S01EC04","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Carbonic anhydrase inhibitors"
"CHEMBL220492","topiramate","N","N03","N03A","N03AX","N03AX11","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Other antiepileptics"
"CHEMBL22097","lormetazepam","N","N05","N05C","N05CD","N05CD06","NERVOUS SYSTEM","PSYCHOLEPTICS","HYPNOTICS AND SEDATIVES","Benzodiazepine derivatives"
"CHEMBL22108","dimetindene","D","D04","D04A","D04AA","D04AA13","DERMATOLOGICALS","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","Antihistamines for topical use"
"CHEMBL22108","dimetindene","R","R06","R06A","R06AB","R06AB03","RESPIRATORY SYSTEM","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","Substituted alkylamines"
"CHEMBL22150","chlorcyclizine","R","R06","R06A","R06AE","R06AE04","RESPIRATORY SYSTEM","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","Piperazine derivatives"
"CHEMBL221572","ribostamycin","J","J01","J01G","J01GB","J01GB10","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","AMINOGLYCOSIDE ANTIBACTERIALS","Other aminoglycosides"
"CHEMBL2216870","idelalisib","L","L01","L01X","L01XX","L01XX47","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Other antineoplastic agents"
"CHEMBL221722","favipiravir","J","J05","J05A","J05AX","J05AX27","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Other antivirals"
"CHEMBL221753","benzethonium chloride, combinations","D","D08","D08A","D08AJ","D08AJ58","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Quaternary ammonium compounds"
"CHEMBL221753","benzethonium chloride","D","D08","D08A","D08AJ","D08AJ08","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Quaternary ammonium compounds"
"CHEMBL221886","sisomicin","J","J01","J01G","J01GB","J01GB08","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","AMINOGLYCOSIDE ANTIBACTERIALS","Other aminoglycosides"
"CHEMBL2218860","gadobutrol","V","V08","V08C","V08CA","V08CA09","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"CHEMBL2218861","quinagolide","G","G02","G02C","G02CB","G02CB04","GENITO URINARY SYSTEM AND SEX HORMONES","OTHER GYNECOLOGICALS","OTHER GYNECOLOGICALS","Prolactine inhibitors"
"CHEMBL2218885","verteporfin","S","S01","S01L","S01LA","S01LA01","SENSORY ORGANS","OPHTHALMOLOGICALS","OCULAR VASCULAR DISORDER AGENTS","Antineovascularisation agents"
"CHEMBL2218896","nabilone","A","A04","A04A","A04AD","A04AD11","ALIMENTARY TRACT AND METABOLISM","ANTIEMETICS AND ANTINAUSEANTS","ANTIEMETICS AND ANTINAUSEANTS","Other antiemetics"
"CHEMBL2218919","voclosporin","L","L04","L04A","L04AD","L04AD03","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","IMMUNOSUPPRESSANTS","IMMUNOSUPPRESSANTS","Calcineurin inhibitors"
"CHEMBL2219418","naloxegol","A","A06","A06A","A06AH","A06AH03","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR CONSTIPATION","DRUGS FOR CONSTIPATION","Peripheral opioid receptor antagonists"
"CHEMBL2219536","mipomersen","C","C10","C10A","C10AX","C10AX11","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"CHEMBL221959","tofacitinib","L","L04","L04A","L04AA","L04AA29","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","IMMUNOSUPPRESSANTS","IMMUNOSUPPRESSANTS","Selective immunosuppressants"
"CHEMBL2220384","tilidine","N","N02","N02A","N02AX","N02AX01","NERVOUS SYSTEM","ANALGESICS","OPIOIDS","Other opioids"
"CHEMBL2220442","fluvastatin","C","C10","C10A","C10AA","C10AA04","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","HMG CoA reductase inhibitors"
"CHEMBL2221249","colistin","J","J01","J01X","J01XB","J01XB01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Polymyxins"
"CHEMBL2221249","colistin","A","A07","A07A","A07AA","A07AA10","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFECTIVES","Antibiotics"
"CHEMBL2221250","capreomycin","J","J04","J04A","J04AB","J04AB30","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOBACTERIALS","DRUGS FOR TREATMENT OF TUBERCULOSIS","Antibiotics"
"CHEMBL2221312","gadoxetic acid","V","V08","V08C","V08CA","V08CA10","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"CHEMBL22242","remoxipride","N","N05","N05A","N05AL","N05AL04","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Benzamides"
"CHEMBL222559","tipranavir","J","J05","J05A","J05AE","J05AE09","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"CHEMBL222645","flucloxacillin","J","J01","J01C","J01CF","J01CF05","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase resistant penicillins"
"CHEMBL222813","zanamivir","J","J05","J05A","J05AH","J05AH01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Neuraminidase inhibitors"
"CHEMBL223228","efavirenz","J","J05","J05A","J05AG","J05AG03","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Non-nucleoside reverse transcriptase inhibitors"
"CHEMBL223448","broxyquinoline","A","A07","A07A","A07AX","A07AX01","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFECTIVES","Other intestinal antiinfectives"
"CHEMBL223448","broxyquinoline","P","P01","P01A","P01AA","P01AA01","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES","Hydroxyquinoline derivatives"
"CHEMBL223448","broxyquinoline","G","G01","G01A","G01AC","G01AC06","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Quinoline derivatives"
"CHEMBL224060","vorozole","L","L02","L02B","L02BG","L02BG05","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ENDOCRINE THERAPY","HORMONE ANTAGONISTS AND RELATED AGENTS","Aromatase inhibitors"
"CHEMBL224325","chlorquinaldol","G","G01","G01A","G01AC","G01AC03","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Quinoline derivatives"
"CHEMBL224325","chlorquinaldol","P","P01","P01A","P01AA","P01AA04","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES","Hydroxyquinoline derivatives"
"CHEMBL224325","chlorquinaldol","R","R02","R02A","R02AA","R02AA11","RESPIRATORY SYSTEM","THROAT PREPARATIONS","THROAT PREPARATIONS","Antiseptics"
"CHEMBL224325","chlorquinaldol","D","D08","D08A","D08AH","D08AH02","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Quinoline derivatives"
"CHEMBL224436","josamycin","J","J01","J01F","J01FA","J01FA07","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"CHEMBL224987","didecyldimethylammonium chloride","D","D08","D08A","D08AJ","D08AJ06","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Quaternary ammonium compounds"
"CHEMBL225071","raltitrexed","L","L01","L01B","L01BA","L01BA03","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ANTIMETABOLITES","Folic acid analogues"
"CHEMBL225072","pemetrexed","L","L01","L01B","L01BA","L01BA04","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ANTIMETABOLITES","Folic acid analogues"
"CHEMBL226335","rutoside","C","C05","C05C","C05CA","C05CA01","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","CAPILLARY STABILIZING AGENTS","Bioflavonoids"
"CHEMBL226335","rutoside, combinations","C","C05","C05C","C05CA","C05CA51","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","CAPILLARY STABILIZING AGENTS","Bioflavonoids"
"CHEMBL2272031","pentamycin","G","G01","G01A","G01AA","G01AA11","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Antibiotics"
"CHEMBL229128","mephenesin","M","M03","M03B","M03BX","M03BX06","MUSCULO-SKELETAL SYSTEM","MUSCLE RELAXANTS","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","Other centrally acting agents"
"CHEMBL23","diltiazem","C","C08","C08D","C08DB","C08DB01","CARDIOVASCULAR SYSTEM","CALCIUM CHANNEL BLOCKERS","SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS","Benzothiazepine derivatives"
"CHEMBL23","diltiazem","C","C05","C05A","C05AE","C05AE03","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","Muscle relaxants"
"CHEMBL230006","enoxolone","D","D03","D03A","D03AX","D03AX10","DERMATOLOGICALS","PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS","CICATRIZANTS","Other cicatrizants"
"CHEMBL23013","propamidine","D","D08","D08A","D08AC","D08AC03","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Biguanides and amidines"
"CHEMBL23013","propamidine","S","S01","S01A","S01AX","S01AX15","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFECTIVES","Other antiinfectives"
"CHEMBL2303613","cefodizime","J","J01","J01D","J01DD","J01DD09","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Third-generation cephalosporins"
"CHEMBL2308885","clobetasone","D","D07","D07A","D07AB","D07AB01","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, moderately potent (group II)"
"CHEMBL2308885","clobetasone","S","S01","S01B","S01BA","S01BA09","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFLAMMATORY AGENTS","Corticosteroids, plain"
"CHEMBL231068","flibanserin","G","G02","G02C","G02CX","G02CX02","GENITO URINARY SYSTEM AND SEX HORMONES","OTHER GYNECOLOGICALS","OTHER GYNECOLOGICALS","Other gynecologicals"
"CHEMBL2311030","ergoloid mesylates, combinations","C","C04","C04A","C04AE","C04AE51","CARDIOVASCULAR SYSTEM","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","Ergot alkaloids"
"CHEMBL2311030","ergoloid mesylates","C","C04","C04A","C04AE","C04AE01","CARDIOVASCULAR SYSTEM","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","Ergot alkaloids"
"CHEMBL231779","apixaban","B","B01","B01A","B01AF","B01AF02","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Direct factor Xa inhibitors"
"CHEMBL231813","telaprevir","J","J05","J05A","J05AP","J05AP02","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Antivirals for treatment of HCV infections"
"CHEMBL231884","diosmin, combinations","C","C05","C05C","C05CA","C05CA53","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","CAPILLARY STABILIZING AGENTS","Bioflavonoids"
"CHEMBL231884","diosmin","C","C05","C05C","C05CA","C05CA03","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","CAPILLARY STABILIZING AGENTS","Bioflavonoids"
"CHEMBL232201","benziodarone","C","C01","C01D","C01DX","C01DX04","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","VASODILATORS USED IN CARDIAC DISEASES","Other vasodilators used in cardiac diseases"
"CHEMBL232201","benziodarone, combinations","C","C01","C01D","C01DX","C01DX54","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","VASODILATORS USED IN CARDIAC DISEASES","Other vasodilators used in cardiac diseases"
"CHEMBL2336071","siponimod","L","L04","L04A","L04AA","L04AA42","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","IMMUNOSUPPRESSANTS","IMMUNOSUPPRESSANTS","Selective immunosuppressants"
"CHEMBL2338329","roxadustat","B","B03","B03X","B03XA","B03XA05","BLOOD AND BLOOD FORMING ORGANS","ANTIANEMIC PREPARATIONS","OTHER ANTIANEMIC PREPARATIONS","Other antianemic preparations"
"CHEMBL2354444","pirarubicin","L","L01","L01D","L01DB","L01DB08","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","Anthracyclines and related substances"
"CHEMBL2354773","aurothioglucose","M","M01","M01C","M01CB","M01CB04","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","SPECIFIC ANTIRHEUMATIC AGENTS","Gold preparations"
"CHEMBL2355051","clomifene","G","G03","G03G","G03GB","G03GB02","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","GONADOTROPINS AND OTHER OVULATION STIMULANTS","Ovulation stimulants, synthetic"
"CHEMBL2355915","ethacridine lactate","D","D08","D08A","D08AA","D08AA01","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Acridine derivatives"
"CHEMBL2355915","ethacridine lactate","B","B05","B05C","B05CA","B05CA08","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","IRRIGATING SOLUTIONS","Antiinfectives"
"CHEMBL2356023","dihydrotachysterol","A","A11","A11C","A11CC","A11CC02","ALIMENTARY TRACT AND METABOLISM","VITAMINS","VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","Vitamin D and analogues"
"CHEMBL23588","flufenamic acid","M","M01","M01A","M01AG","M01AG03","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Fenamates"
"CHEMBL2359093","rose bengal sodium","S","S01","S01J","S01JA","S01JA02","SENSORY ORGANS","OPHTHALMOLOGICALS","DIAGNOSTIC AGENTS","Colouring agents"
"CHEMBL2359370","mecobalamin","B","B03","B03B","B03BA","B03BA05","BLOOD AND BLOOD FORMING ORGANS","ANTIANEMIC PREPARATIONS","VITAMIN B12 AND FOLIC ACID","Vitamin B12 (cyanocobalamin and analogues)"
"CHEMBL2362016","arsenic trioxide","L","L01","L01X","L01XX","L01XX27","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Other antineoplastic agents"
"CHEMBL2364608","doravirine","J","J05","J05A","J05AG","J05AG06","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Non-nucleoside reverse transcriptase inhibitors"
"CHEMBL2364612","latanoprostene bunod","S","S01","S01E","S01EE","S01EE06","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Prostaglandin analogues"
"CHEMBL2364632","sarecycline","J","J01","J01A","J01AA","J01AA14","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","TETRACYCLINES","Tetracyclines"
"CHEMBL2364639","valbenazine","N","N07","N07X","N07XX","N07XX13","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"CHEMBL2364642","dasiprotimut-T","L","L03","L03A","L03AX","L03AX19","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","IMMUNOSTIMULANTS","IMMUNOSTIMULANTS","Other immunostimulants"
"CHEMBL2364648","guselkumab","L","L04","L04A","L04AC","L04AC16","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","IMMUNOSUPPRESSANTS","IMMUNOSUPPRESSANTS","Interleukin inhibitors"
"CHEMBL2364655","evolocumab","C","C10","C10A","C10AX","C10AX13","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"CHEMBL2368925","dolasetron","A","A04","A04A","A04AA","A04AA04","ALIMENTARY TRACT AND METABOLISM","ANTIEMETICS AND ANTINAUSEANTS","ANTIEMETICS AND ANTINAUSEANTS","Serotonin (5HT3) antagonists"
"CHEMBL237500","linagliptin","A","A10","A10B","A10BH","A10BH05","ALIMENTARY TRACT AND METABOLISM","DRUGS USED IN DIABETES","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Dipeptidyl peptidase 4 (DPP-4) inhibitors"
"CHEMBL238071","vindesine","L","L01","L01C","L01CA","L01CA03","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS","Vinca alkaloids and analogues"
"CHEMBL23838","paraoxon","S","S01","S01E","S01EB","S01EB10","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Parasympathomimetics"
"CHEMBL238804","selexipag","B","B01","B01A","B01AC","B01AC27","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Platelet aggregation inhibitors excl. heparin"
"CHEMBL239129","meglumine antimonate","P","P01","P01C","P01CB","P01CB01","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","Antimony compounds"
"CHEMBL2396661","alpelisib","L","L01","L01X","L01XX","L01XX65","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Other antineoplastic agents"
"CHEMBL24","atenolol","C","C07","C07A","C07AB","C07AB03","CARDIOVASCULAR SYSTEM","BETA BLOCKING AGENTS","BETA BLOCKING AGENTS","Beta blocking agents, selective"
"CHEMBL240163","pazufloxacin","J","J01","J01M","J01MA","J01MA18","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","QUINOLONE ANTIBACTERIALS","Fluoroquinolones"
"CHEMBL2403108","ceritinib","L","L01","L01X","L01XE","L01XE28","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL240597","chenodeoxycholic acid","A","A05","A05A","A05AA","A05AA01","ALIMENTARY TRACT AND METABOLISM","BILE AND LIVER THERAPY","BILE THERAPY","Bile acids and derivatives"
"CHEMBL24072","prenylamine, combinations","C","C01","C01D","C01DX","C01DX52","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","VASODILATORS USED IN CARDIAC DISEASES","Other vasodilators used in cardiac diseases"
"CHEMBL24072","prenylamine","C","C01","C01D","C01DX","C01DX02","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","VASODILATORS USED IN CARDIAC DISEASES","Other vasodilators used in cardiac diseases"
